ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
305-47-0757|4823134275576720|Larry|Brown|M|9044 Paula Pike Apt. 436|North Bergen|NJ|07047|40.7939|-74.0258|60773|Volunteer coordinator|1997-08-20|246413063417|adults_2550_male_urban.json
040-88-2569|4711506291792651|Rhonda|Browning|F|81629 Julia Street|Long Bottom|OH|45743|39.0802|-81.8887|1449|Retail manager|2003-11-16|251209080020|young_adults_female_rural.json
160-21-1605|3569157376710526|Karl|Fleming|M|74599 Nathaniel Flat Apt. 445|Lake Villa|IL|60046|42.3813|-87.9991|35111|Arts development officer|1982-01-17|889102692988|adults_2550_male_urban.json
007-17-6182|3587890345029580|James|Juarez|M|04093 Russell Spurs|Providence|NC|27315|36.4873|-79.4041|2243|Psychiatric nurse|1999-01-15|385170175981|adults_2550_male_rural.json
641-09-8790|3536881013827217|Amber|Christensen|F|34601 Moore Alley|Washington|DC|20001|38.9122|-77.0177|601723|Chief Technology Officer|1964-02-15|589419928804|adults_50up_female_urban.json
561-22-5926|4083168163600|David|Cunningham|M|736 Steven Pass|Brighton|MI|48114|42.57|-83.7484|46134|Therapist, drama|1979-05-16|338041546435|adults_2550_male_urban.json
498-55-7900|4005214107071635|Debra|Diaz|F|895 Henry Mount|Plymouth|PA|18651|41.2458|-75.9481|8880|Accounting technician|2000-01-18|410294301577|adults_2550_female_urban.json
784-15-9571|2720445456972969|Gregory|Price|M|276 Miller Mill|San Diego|CA|92119|32.8036|-117.0261|1241364|Product designer|1976-10-02|754773335627|adults_2550_male_urban.json
705-97-8209|180026395612663|Tammy|Alexander|F|55737 James Vista|San Diego|CA|92107|32.7425|-117.2433|1241364|Scientist, water quality|1946-12-16|822391006454|adults_50up_female_urban.json
843-06-2718|3534614466276331|Aaron|Bean|M|76142 Nicholas Hill|West Bloomfield|MI|48323|42.5683|-83.3805|66323|Sales promotion account executive|2009-09-30|121233029209|young_adults_male_urban.json
407-69-6906|4470465689694|Jordan|Webb|M|68830 Joshua Forges|Jacksboro|TX|76458|33.2347|-98.1681|6261|Radiographer, therapeutic|1973-06-12|664358045781|adults_50up_male_urban.json
234-52-3720|3559229127065930|Douglas|Williams|M|62911 Jackson Passage Apt. 471|Slidell|LA|70458|30.2784|-89.7712|84991|Scientist, physiological|1996-10-19|22301959346|adults_2550_male_urban.json
550-15-7313|3507578984974995|Joan|Burke|F|21711 Payne Lodge Suite 658|Carlstadt|NJ|07072|40.8403|-74.0925|6127|Chief of Staff|1995-12-23|680979485593|adults_2550_female_urban.json
679-14-0155|6011735631631293|Joel|Friedman|M|2616 Lynch Forge Suite 881|Denver|CO|80249|39.7783|-104.7556|990452|Chartered management accountant|2006-03-09|921588135355|young_adults_male_urban.json
539-89-9667|4682013071675326|Ashley|Walker|F|1317 Adams Camp|Sparks|NV|89441|39.6582|-119.6954|110014|Armed forces technical officer|1987-03-10|757247712419|adults_2550_female_urban.json
855-08-3976|30295458583564|Steven|Hoover|M|998 Eric Vista|Houston|TX|77096|29.6722|-95.4861|2906700|Health promotion specialist|2005-06-26|807450374964|young_adults_male_urban.json
619-81-2526|4517419258147628|Tanner|Rodriguez|M|360 Heather Locks|Hilliard|OH|43026|40.0322|-83.1383|54017|Exhibitions officer, museum/gallery|2004-05-31|659584348138|young_adults_male_urban.json
367-34-1601|4531563093079|Linda|Boyd|F|096 Cox Turnpike Suite 240|Savannah|GA|31405|32.0391|-81.1242|236823|Surveyor, planning and development|1995-11-19|824570462343|adults_2550_female_urban.json
620-23-1764|38351668113395|Julie|Villa|F|72173 Villegas Squares Apt. 422|Hammond|LA|70403|30.4911|-90.4697|47940|Doctor, hospital|1971-10-18|935164598041|adults_50up_female_urban.json
097-89-8606|3506323654018141|Donna|Jackson|F|02435 Heidi Inlet Suite 651|Aberdeen|WA|98520|46.9843|-123.7963|23814|Commercial/residential surveyor|1967-03-14|810324211184|adults_50up_female_urban.json
437-85-1068|374099414753988|Lisa|Brown|F|0542 Roberson Course|La Grange Park|IL|60526|41.8318|-87.874|13576|Youth worker|1962-07-07|558585418579|adults_50up_female_urban.json
395-10-1157|676335659428|Paul|Wheeler|M|23766 Aguilar Manors|Garland|TX|75040|32.9227|-96.6248|226892|Tourism officer|1976-02-03|851147709540|adults_2550_male_urban.json
584-45-3830|4194118390936|Richard|Torres|M|240 Coleman Fall Apt. 463|Houston|TX|77053|29.5962|-95.4587|2906700|Engineer, drilling|2005-09-17|329879058099|young_adults_male_urban.json
530-69-9905|4437518669403|Katie|Parsons|F|2438 Patrick River Apt. 855|Mc Kinney|TX|75069|33.1966|-96.6085|144932|Advertising art director|1963-12-13|293989509811|adults_50up_female_urban.json
349-03-9464|348895947039693|Shelly|Henderson|F|59176 Williams Mount Apt. 883|Tyler|TX|75707|32.3038|-95.1927|144160|Accountant, chartered management|1947-12-12|837680266326|adults_50up_female_urban.json
818-76-5575|4887344966866798997|David|Smith|M|0690 Meghan Road|Crossville|TN|38571|36.0527|-85.0138|50276|Printmaker|1958-02-21|94094938120|adults_50up_male_urban.json
027-98-3521|180071567566503|Matthew|Jones|M|16744 James Square Apt. 596|Roslindale|MA|02131|42.2836|-71.1295|29826|Teaching laboratory technician|1966-10-01|358703311557|adults_50up_male_urban.json
285-42-0273|4669375402428619|John|Warner|M|7140 Mark Wall|Hollywood|FL|33026|26.0229|-80.2974|420284|Financial adviser|1969-08-19|354501950431|adults_50up_male_urban.json
503-55-2826|6581638493680632|Erica|Bell|F|101 Scott Ports|Los Gatos|CA|95032|37.2417|-121.9554|47252|Multimedia programmer|2002-01-05|367653848476|young_adults_female_urban.json
826-79-3415|639048527753|Kelly|Blake|F|65620 Julie Forge|Baxley|GA|31513|31.7837|-82.3486|16084|Forensic scientist|2003-11-10|748630171049|young_adults_female_urban.json
217-81-9751|4896331812335761701|Joan|Robinson|F|4457 Mercado Extensions|La Canada Flintridge|CA|91011|34.2217|-118.2051|20280|Patent attorney|1963-07-27|149852234418|adults_50up_female_urban.json
251-51-7283|180008989774752|Louis|Sutton|M|8529 Allison Mission|Rosedale|MD|21237|39.3361|-76.5014|30059|Psychiatric nurse|1985-03-16|278258954541|adults_2550_male_urban.json
772-31-7803|6568740420767511|Eric|Wallace|M|1157 Denise Fords|Colorado Springs|CO|80910|38.8152|-104.7703|525713|Barrister's clerk|1965-12-07|646916522291|adults_50up_male_urban.json
808-05-0763|3506565823445387|William|Mcbride|M|3523 Shelly Meadows Apt. 004|Florissant|MO|63034|38.8338|-90.2936|108973|Psychologist, prison and probation services|1987-12-24|936427008630|adults_2550_male_urban.json
755-11-1150|060434956110|Kyle|Cannon|M|1181 Shaw Summit Suite 466|Franklin|MI|48025|42.5219|-83.2519|14543|Camera operator|2000-06-01|800203770568|adults_2550_male_urban.json
482-58-6965|2668704796668297|Alan|Watson|M|6599 Smith Row|Coupeville|WA|98239|48.2189|-122.6823|6646|Water engineer|1982-06-04|300938906974|adults_2550_male_urban.json
169-90-3813|3502927640547395|Joseph|Thompson|M|40513 Amanda Lane|Eagle Pass|TX|78852|28.7028|-100.4818|53040|Amenity horticulturist|1987-06-10|533900199040|adults_2550_male_urban.json
462-32-3494|213147852474420|Aaron|Murphy|M|1023 Brewer Villages Suite 186|Bronx|NY|10451|40.8222|-73.9217|1382480|Patent attorney|1961-06-18|952911784276|adults_50up_male_urban.json
491-39-1565|4351830258532|Debra|Duffy|F|8153 Little Square Apt. 789|Austin|TX|78744|30.1876|-97.7472|940359|Land|1959-11-27|963548971360|adults_50up_female_urban.json
827-80-0949|3512865581675924|Cindy|Harris|F|348 Amy Stravenue|Saint Louis|MO|63122|38.5781|-90.4256|927396|Architectural technologist|2001-03-08|63274916767|young_adults_female_urban.json
546-09-4231|6011429242195977|Patrick|Allen|M|121 Moore Fields|Oak Brook|IL|60523|41.8371|-87.9638|9890|Hotel manager|1962-09-02|322496879500|adults_50up_male_urban.json
412-12-3222|4555301530308|Robert|Phillips|M|8110 Ward Plaza Suite 557|Ashland City|TN|37015|36.2731|-87.0447|17184|Optometrist|1961-08-16|922307386027|adults_50up_male_urban.json
443-31-5005|371829912699454|Brittany|Butler|F|106 Samantha Summit|Pittsburgh|PA|15226|40.4001|-80.0161|687276|Museum/gallery exhibitions officer|1956-02-01|708593163524|adults_50up_female_urban.json
707-79-1529|501882242164|Joseph|Butler|M|17562 Houston Port|Graceville|FL|32440|30.9426|-85.5136|7563|Museum/gallery curator|1974-12-12|163013780613|adults_50up_male_urban.json
542-25-4440|30100593257225|Kristen|Bryant|F|20074 Gilbert Street|Moreno Valley|CA|92553|33.9157|-117.2351|193933|Conservation officer, historic buildings|1938-01-13|885854565329|adults_50up_female_urban.json
570-60-2001|4145205802860604|Donna|Johnson|F|0654 Baker Unions|West Monroe|LA|71291|32.5317|-92.176|54185|Oceanographer|1935-07-06|44414537655|adults_50up_female_urban.json
594-03-4214|2698566430165566|Robert|Walker|M|887 Bailey Square Apt. 136|Pueblo|CO|81001|38.2879|-104.5848|151815|Associate Professor|2004-06-06|710459275753|young_adults_male_urban.json
142-76-0378|5438604794719906|Daniel|Smith|M|48953 Stephanie Port Suite 419|El Paso|TX|79938|31.8045|-105.9661|749635|Community development worker|1996-05-09|503626213645|adults_2550_male_urban.json
749-07-5926|4728395167309|Samantha|Rivera|F|67084 Briggs Pines|Glen Ellyn|IL|60137|41.8661|-88.0648|37805|Patent attorney|1980-03-03|879758394077|adults_2550_female_urban.json
390-89-2446|3558228280183234|Jacqueline|Williams|F|8467 Fowler Parkway Apt. 964|Greenville|TX|75402|33.1047|-96.0927|34472|Jewellery designer|1965-04-15|609033707664|adults_50up_female_urban.json
492-35-4600|3597521353175555|Linda|Moore|F|8741 Janice Highway Suite 267|Mc Lean|VA|22101|38.9326|-77.1706|51872|IT trainer|1973-06-12|132115826609|adults_50up_female_urban.json
121-79-8078|6553496551564196|Jennifer|Moreno|F|00935 Bruce Creek Suite 301|Newark|OH|43055|40.0724|-82.4046|59605|Land|1943-03-07|522163256899|adults_50up_female_urban.json
655-20-2828|4284834927668098462|Matthew|Williams|M|804 Laura Flat|Grandview|MO|64030|38.8819|-94.5205|24422|Hydrologist|1935-03-11|6672441208|adults_50up_male_urban.json
859-43-3591|30358667155440|Jason|Smith|M|260 Washington Grove|San Jose|CA|95116|37.3518|-121.8508|973849|Operational researcher|1951-06-13|771517826173|adults_50up_male_urban.json
508-18-0788|4364991192856724|Robert|Diaz|M|15538 Michelle Spring|Sacramento|CA|95817|38.5498|-121.4583|757530|Research scientist (medical)|1976-09-08|375612021560|adults_2550_male_urban.json
563-18-1464|4264395678446078|Justin|Frank|M|5199 Catherine Circles|Castaic|CA|91384|34.4827|-118.6254|29855|Programmer, multimedia|2000-11-21|410097541224|young_adults_male_urban.json
071-20-9382|4414925316498286|Olivia|Wolf|F|974 Wallace Keys Suite 590|Portland|OR|97267|45.4021|-122.6144|841711|Quarry manager|1998-08-07|395217487731|adults_2550_female_urban.json
311-93-4315|4436877156922095|Deborah|Salazar|F|6341 Clark Ramp|Denton|TX|76201|33.2289|-97.1314|139552|Psychologist, educational|1972-02-05|135148109008|adults_50up_female_urban.json
680-07-1799|2274773494314872|Casey|Gomez|M|8564 Jeffrey Groves Suite 416|Glenview Nas|IL|60026|42.0922|-87.8374|13335|Social research officer, government|1997-09-25|963484855281|adults_2550_male_urban.json
384-60-3507|3523285558095799|Eric|Freeman|M|660 Kristin Pines|Ary|KY|41712|37.3638|-83.1546|380|Garment/textile technologist|2004-01-26|702777208646|young_adults_male_rural.json
796-25-6727|4347040714697141|Monica|Vasquez|F|341 Reeves Ports Suite 083|Roanoke|VA|24017|37.2937|-79.9902|165571|Restaurant manager|1993-12-31|313269889798|adults_2550_female_urban.json
732-99-6594|502070396101|Blake|Bailey|M|017 Shelby Mount|Edgewater|FL|32141|28.9455|-80.8969|24868|Teacher, primary school|1976-09-07|712065108872|adults_2550_male_urban.json
589-05-8010|180092855162151|Laura|Norman|F|6353 Tucker Garden Suite 589|Chicago|IL|60630|41.9699|-87.7603|2680484|Orthoptist|1971-03-05|537066227547|adults_50up_female_urban.json
466-17-2177|213141335139015|Dillon|Williams|M|2749 Ryan Vista Apt. 579|Detroit|MI|48223|42.3945|-83.2454|673342|Patent attorney|2000-12-19|843710373985|young_adults_male_urban.json
712-35-8523|560073565825|Jean|Johnson|F|2637 Zimmerman Union|Glen Allen|VA|23060|37.6628|-77.534|65336|Broadcast journalist|1977-02-16|971270305789|adults_2550_female_urban.json
885-98-8571|6591122321425260|Angela|Rodriguez|F|892 Patrick Way Suite 657|Oak Lawn|IL|60453|41.7143|-87.7516|56855|Geneticist, molecular|1990-03-27|694192029116|adults_2550_female_urban.json
387-48-3519|4544118185136731|Jorge|Smith|M|03881 Sean Stravenue Suite 841|Salisbury|MO|65281|39.4319|-92.8014|3098|Software engineer|1955-04-13|986891547939|adults_50up_male_urban.json
883-64-1316|4220148333540112727|Joshua|Pruitt|M|08764 Velez Cape|Mililani|HI|96789|21.4531|-158.0174|54129|Teacher, primary school|1977-07-04|727661038142|adults_2550_male_urban.json
495-56-1777|213176295076716|Mark|Lopez|M|2048 Hoffman Shoals|Bryan|TX|77802|30.6582|-96.3351|89322|Hydrographic surveyor|1991-08-17|550198101181|adults_2550_male_urban.json
834-74-3644|562645649673|Edwin|Chapman|M|0539 Paul Glen|Dallas|TX|75217|32.7244|-96.6755|1263321|Teacher, adult education|1967-04-07|792698748151|adults_50up_male_urban.json
769-63-0254|4251970181587|Kenneth|Lopez|M|670 Ramirez Crest|Philadelphia|PA|19146|39.9379|-75.1794|1526206|Learning mentor|1997-02-23|274544074021|adults_2550_male_urban.json
613-32-6521|3552602216908870|Jacob|Hill|M|93358 Katelyn Views|Muncie|IN|47303|40.218|-85.379|93768|Hydrogeologist|2002-04-12|748149476370|young_adults_male_urban.json
655-11-0070|6573517454693513|Alexander|Martin|M|0128 Jaime Ports|Florissant|CO|80816|38.8546|-105.3121|5180|Lawyer|1990-02-23|564219731896|adults_2550_male_urban.json
597-91-7901|3535971771703055|Jason|Hayes|M|412 Kent Square|Susanville|CA|96130|40.3983|-120.6464|23150|Museum/gallery exhibitions officer|1963-08-06|360797923315|adults_50up_male_urban.json
402-33-8862|4337684187679|John|Contreras|M|64345 Rhodes Skyway|Cypress|TX|77433|29.8836|-95.7025|122803|Exhibitions officer, museum/gallery|1950-03-04|89518966326|adults_50up_male_urban.json
781-61-3873|563249675742|Wendy|Peterson|F|8480 Haynes Mill|Sandy|UT|84070|40.5794|-111.8816|105585|Engineer, water|1978-09-28|128177703894|adults_2550_female_urban.json
095-45-6341|584270799599|Nathan|Evans|M|1110 Ashley Ports Suite 647|Topeka|KS|66609|38.9919|-95.6681|163415|Medical illustrator|1971-06-03|739979614786|adults_50up_male_urban.json
360-54-5594|30289722693481|Gail|Harding|F|90984 Rice Keys|Los Angeles|CA|90046|34.1074|-118.3652|2383912|Pension scheme manager|1994-04-14|923466964685|adults_2550_female_urban.json
389-93-9669|3561382687097771|Jessica|Brooks|F|399 Thomas Fork|Boise|ID|83705|43.5851|-116.2191|255947|Research scientist (maths)|1976-10-05|646257011093|adults_2550_female_urban.json
764-98-7276|5307351289622066|Joshua|Santana|M|3233 Brett Divide|Minneapolis|MN|55430|45.0639|-93.3022|1022298|Engineer, structural|1970-04-02|646894155466|adults_50up_male_urban.json
259-36-6211|639060694309|Jennifer|Cooper|F|57865 Carol Course|Newberry|MI|49868|46.3438|-85.515|5409|Copy|1965-10-26|375834756711|adults_50up_female_urban.json
494-92-0796|639064488542|Kim|Chan|F|11980 Jackson Keys Suite 280|San Mateo|CA|94403|37.5395|-122.2998|131801|Jewellery designer|1995-03-31|452878816689|adults_2550_female_urban.json
136-47-5457|675986887866|Alyssa|White|F|922 John Club|Memphis|TN|38120|35.1207|-89.8651|697385|Quarry manager|1948-04-19|987989291479|adults_50up_female_urban.json
637-92-5342|180063992879874|Christopher|Blackwell|M|14249 Robles Extensions Apt. 796|Massapequa Park|NY|11762|40.6807|-73.4444|22360|Insurance claims handler|1979-03-02|125844333041|adults_2550_male_urban.json
009-31-3190|4700510287451200|Bridget|Moore|F|75454 Raymond Pines|Las Cruces|NM|88011|32.3244|-106.6683|143900|Research scientist (physical sciences)|1975-07-13|152984647671|adults_2550_female_urban.json
886-90-1117|576627501520|Jared|Becker|M|4203 Brown Place Suite 483|Mount Union|PA|17066|40.3901|-77.8637|5348|Engineer, drilling|1986-05-29|627122764142|adults_2550_male_urban.json
520-64-2323|4680601457927|Daryl|Morales|M|8581 Smith Lakes|Quarryville|PA|17566|39.8949|-76.1465|12019|Armed forces operational officer|1956-09-02|119066659123|adults_50up_male_urban.json
443-64-9983|30209251920188|Christopher|Cummings|M|33297 Marie Ports Apt. 795|Wesley Chapel|FL|33545|28.2697|-82.2903|13996|Risk analyst|1975-03-29|649233807720|adults_50up_male_urban.json
352-69-6095|341639714920751|Sandra|Stevens|F|2487 Brandi Estate|Jesup|GA|31545|31.6043|-81.8871|24228|Musician|1935-07-05|378516696378|adults_50up_female_urban.json
082-67-8937|4249773677249|Edward|Reid|M|549 Stone Expressway|Sacramento|CA|95823|38.4797|-121.4438|757530|Trade mark attorney|1996-06-16|953373158983|adults_2550_male_urban.json
371-61-1808|374380299034805|Martin|Martinez|M|600 Ashley Branch Apt. 657|West Covina|CA|91791|34.0653|-117.8978|108175|Estate agent|2004-10-21|457319022032|young_adults_male_urban.json
295-22-6644|6011254920369300|Linda|Miller|F|015 Steven Coves Apt. 722|North Miami Beach|FL|33160|25.9449|-80.1391|40053|Occupational hygienist|1974-05-02|283750594603|adults_50up_female_urban.json
888-43-6900|3501842933598479|Rebecca|Martin|F|596 Buck Orchard|Wisconsin Dells|WI|53965|43.6508|-89.7665|10398|Publishing rights manager|1965-09-19|272098683812|adults_50up_female_urban.json
021-22-2723|6011473650032991|Alexis|Johnson|F|4761 Turner Mission|Rockville|MD|20852|39.0496|-77.1204|130569|Retail manager|1969-03-31|272682708416|adults_50up_female_urban.json
723-42-5212|4423169792067549393|Christina|Blanchard|F|045 Jodi Skyway Apt. 528|Merlin|OR|97532|42.5297|-123.4393|2378|Psychotherapist, child|1999-02-03|762605527899|adults_2550_female_rural.json
343-59-3247|4330734533026|Victoria|Henderson|F|24740 Lee Viaduct|Albion|PA|16401|41.8947|-80.3111|6581|Proofreader|1968-07-27|60805065474|adults_50up_female_urban.json
236-45-0735|346023251071556|Frederick|Villarreal|M|404 Edwin Rue|Rancho Cucamonga|CA|91739|34.1705|-117.5182|101719|Hydrographic surveyor|1955-03-23|377726496568|adults_50up_male_urban.json
313-10-1290|3555125380781912|Ryan|Short|M|53494 Christina Well Suite 157|Denver|CO|80223|39.7002|-105.0028|990452|Interior and spatial designer|1946-05-19|546998197132|adults_50up_male_urban.json
402-56-3779|4463061621856354|Bonnie|Sawyer|F|6150 Moore Island|Eugene|OR|97405|44.0185|-123.0998|191096|Training and development officer|1961-02-16|723969896621|adults_50up_female_urban.json
513-46-6882|3571433608090102|Blake|Mitchell|M|103 Todd Passage Apt. 893|Robinsonville|MS|38664|34.8093|-90.3052|3279|Arboriculturist|1989-02-10|877380418573|adults_2550_male_urban.json
673-15-6323|4687851856906|Willie|Burton|M|6882 Mendoza Pine Apt. 072|Conway|AR|72034|35.0823|-92.4683|77242|Ranger/warden|1968-04-17|902615693935|adults_50up_male_urban.json
742-82-9077|2267237356407835|Nicholas|Joseph|M|306 Farley Pike|Vassar|MI|48768|43.3691|-83.5844|9832|Therapist, sports|2000-01-23|689702977962|adults_2550_male_urban.json
